609	1
604	1
254	1
608	1
617	1
253	1
255	1
261	1
256	1
610	1
259	1
605	1
260	1
611	1
257	1
614	1
258	1
606	1
615	1
2334	1
612	1
607	1
2333	1
2339	1
613	1
616	1
2336	1
2335	1
2341	1
2338	1
2346	1
305	1
2345	1
2337	1
2342	1
2344	1
2340	1
306	1
870	1
2332	1
640	1
2343	1
869	1
303	1
304	1
863	1
2689	1
655	1
860	1
656	1
866	1
2331	1
644	1
861	1
864	1
859	1
642	1
657	1
868	1
2691	1
862	1
865	1
654	1
645	1
2690	1
652	1
871	1
867	1
651	1
647	1
653	1
649	1
646	1
650	1
204	1
643	1
195	1
208	1
648	1
2692	1
207	1
186	1
191	1
556	1
190	1
200	1
641	1
251	1
193	1
568	1
198	1
202	1
552	1
559	1
194	1
539	1
201	1
196	1
189	1
557	1
553	1
558	1
197	1
185	1
550	1
541	1
206	1
187	1
551	1
566	1
549	1
548	1
587	1
203	1
1963	1
547	1
555	1
184	1
570	1
188	1
544	1
582	1
554	1
583	1
192	1
249	1
545	1
252	1
250	1
546	1
542	1
205	1
569	1
2	1
1973	1
584	1
3	1
1910	1
567	1
1958	1
586	1
543	1
1965	1
1975	1
528	1
1898	1
199	1
1931	1
1897	1
1942	1
540	1
1911	1
1960	1
1925	1
7	1
1964	1
1971	1
1959	1
1941	1
1938	1
1912	1
1957	1
1896	1
585	1
4	1
1928	1
1927	1
1953	1
1954	1
1926	1
1945	1
1966	1
1934	1
1967	1
1976	1
1972	1
1	1
1930	1
1974	1
1076	1
6	1
1968	1
1944	1
1086	1
1956	1
1946	1
527	1
1909	1
1906	1
1961	1
1970	1
5	1
1950	1
1955	1
1935	1
1939	1
1952	1
1905	1
1913	1
1933	1
1948	1
1937	1
1907	1
1083	1
2101	1
1969	1
1908	1
1929	1
1940	1
2108	1
2109	1
1084	1
1962	1
1951	1
2110	1
1936	1
1947	1
1915	1
1085	1
1077	1
1949	1
1914	1
1916	1
2099	1
2107	1
2103	1
1082	1
2111	1
1359	1
2113	1
2100	1
1943	1
2102	1
2098	1
1079	1
1080	1
1360	1
2104	1
1932	1
1526	1
1350	1
1353	1
1087	1
1524	1
2097	1
1078	1
2112	1
1508	1
1081	1
2106	1
1306	1
1349	1
1307	1
1358	1
1525	1
1510	1
1352	1
1305	1
1310	1
1522	1
1351	1
2352	2
2362	2
2355	2
2354	2
2359	2
2364	2
2358	2
2350	2
329	2
2347	2
2349	2
331	2
2357	2
403	2
2360	2
2361	2
2351	2
402	2
323	2
1072	2
390	2
1034	2
399	2
2353	2
401	2
1046	2
330	2
321	2
391	2
1029	2
1073	2
1074	2
324	2
318	2
1045	2
338	2
339	2
1075	2
1031	2
1060	2
1016	2
1017	2
325	2
1200	2
983	2
1033	2
1177	2
320	2
1041	2
1070	2
1196	2
1015	2
1026	2
1189	2
1047	2
1039	2
1170	2
1492	2
1025	2
1188	2
1186	2
1044	2
1027	2
1022	2
1190	2
1194	2
1054	2
1053	2
1024	2
1021	2
328	2
1187	2
317	2
1495	2
1175	2
1035	2
1014	2
1174	2
400	2
1062	2
1008	2
1065	2
1049	2
1061	2
1192	2
1069	2
394	2
1059	2
985	2
1197	2
392	2
1023	2
1009	2
1199	2
1055	2
1051	2
1036	2
1058	2
1011	2
1171	2
1037	2
1493	2
1042	2
1018	2
1499	2
1056	2
1185	2
1043	2
1048	2
1176	2
326	2
1071	2
340	2
1064	2
1028	2
1490	2
1066	2
1067	2
1038	2
1497	2
1057	2
322	2
1068	2
1653	2
393	2
1454	2
1501	2
1667	2
319	2
1446	2
1496	2
327	2
1453	2
2094	2
1491	2
1451	2
733	2
1500	2
1631	2
735	2
1452	2
1444	2
2092	2
1494	2
747	2
1455	2
1447	2
1498	2
1633	2
753	2
1449	2
1711	2
746	2
748	2
1442	2
2093	2
1450	2
1668	2
2096	2
754	2
755	2
1713	2
762	2
1448	2
752	2
1443	2
1445	2
1709	2
1669	2
760	2
751	2
1726	2
2095	2
1707	2
750	2
99	2
2090	2
100	2
97	2
756	2
19	2
12	2
761	2
2091	2
749	2
127	2
771	2
126	2
125	2
765	2
118	2
18	2
1708	2
129	2
1706	2
737	2
766	2
1689	2
123	2
1583	2
17	2
122	2
1742	2
759	2
128	2
104	2
1733	2
1690	2
117	2
734	2
110	2
1736	2
764	2
736	2
109	2
1728	2
1588	2
1712	2
107	2
111	2
1727	2
1693	2
1695	2
1734	2
101	2
1732	2
1694	2
106	2
1579	2
1731	2
1582	2
1697	2
763	2
116	2
1698	2
13	2
1591	2
20	2
758	2
1691	2
108	2
2159	3
2252	3
2294	3
2184	3
2116	3
2155	3
2152	3
2183	3
2247	3
2213	3
2156	3
2241	3
2210	3
2170	3
2219	3
2186	3
2188	3
2240	3
2173	3
2281	3
2266	3
2161	3
2187	3
2171	3
2253	3
2282	3
2220	3
2228	3
2162	3
2226	3
1812	3
2275	3
2236	3
2276	3
1830	3
2211	3
2194	3
2277	3
2233	3
2163	3
2290	3
1811	3
2227	3
1828	3
2289	3
2221	3
2153	3
1855	3
2164	3
2136	3
1848	3
2264	3
2154	3
1827	3
2293	3
1817	3
2306	3
2291	3
1826	3
1850	3
2265	3
2135	3
2167	3
2258	3
1839	3
1823	3
2165	3
2292	3
2302	3
1810	3
1829	3
2307	3
1805	3
1872	3
1821	3
2309	3
1871	3
2262	3
1869	3
2232	3
1846	3
2263	3
1819	3
2308	3
103	3
1807	3
1745	3
8	3
1809	3
2249	3
1757	3
2231	3
2181	3
105	3
1765	3
1705	3
102	3
9	3
1748	3
1804	3
10	3
2248	3
1750	3
11	3
1768	3
1789	3
2257	3
115	3
1751	3
124	3
2182	3
1773	3
1769	3
1764	3
1746	3
2166	3
683	3
1788	3
1704	3
1702	3
670	3
1792	3
1763	3
1795	3
21	3
1739	3
1710	3
1766	3
1755	3
1749	3
1806	3
669	3
1800	3
688	3
1790	3
681	3
1744	3
1808	3
1737	3
1743	3
685	3
1752	3
1738	3
1794	4
1793	4
1770	4
1803	4
1740	4
1753	4
1772	4
666	4
682	4
665	4
1791	4
1741	4
446	4
1767	4
1771	4
668	4
1754	4
667	4
695	4
664	4
459	4
1747	4
1515	4
694	4
1762	4
716	4
1774	4
693	4
1703	4
1507	4
715	4
1516	4
692	4
1529	4
696	4
687	4
690	4
461	4
410	4
453	4
1802	4
663	4
697	4
1511	4
1756	4
1521	4
1528	4
662	4
411	4
475	4
691	4
1730	4
1801	4
423	4
1502	4
412	4
1505	4
686	4
442	4
454	4
1514	4
413	4
1735	4
1520	4
1523	4
440	4
441	4
443	4
1512	4
689	4
435	4
1517	4
1527	4
424	4
417	4
1513	4
1519	4
425	4
421	4
1692	4
445	4
1504	4
684	4
419	4
460	4
439	4
452	4
474	4
436	4
418	4
438	4
1518	4
1509	4
420	4
463	4
416	4
1696	4
422	4
458	4
444	4
437	4
1701	4
462	4
414	4
415	4
434	4
1700	4
1506	4
1405	4
1419	4
1687	4
1427	4
1276	4
1686	4
1426	4
1503	4
1699	4
1398	4
1288	4
1421	4
1285	4
1688	4
1411	4
1270	4
1418	4
1272	4
1402	4
1423	4
2105	4
1275	4
1278	4
1425	4
1414	4
1267	4
1274	4
1400	4
1428	4
1420	4
1273	4
1415	4
1258	4
1424	4
1266	4
1271	4
1416	4
1410	4
1417	4
1422	4
1403	4
1269	4
1257	4
1277	4
1409	4
1287	4
1413	4
1255	4
1256	4
1268	4
1401	4
1408	4
1348	4
1412	4
772	4
1265	4
1356	4
1407	4
1286	4
1362	4
1404	4
1254	4
1355	4
1406	4
1357	4
1361	4
757	4
1354	4
34	4
31	4
42	4
1399	4
1347	4
64	4
30	4
1578	4
37	4
1363	4
80	4
32	4
49	4
35	4
51	4
83	4
36	4
40	4
63	4
39	4
1595	4
61	4
45	4
79	4
1577	4
41	4
1580	4
44	4
81	4
60	4
33	4
65	4
78	4
53	4
1581	4
82	4
59	4
1600	4
38	4
46	4
77	4
50	4
1599	4
43	4
1585	4
48	4
62	4
1309	4
76	4
1594	4
52	4
1587	4
47	4
1584	4
1596	4
1312	4
1589	4
1308	4
1586	4
1601	4
1590	4
1314	4
1598	4
1311	4
1593	4
1592	4
1602	4
1304	4
1597	4
1313	4
2379	5
2367	5
2410	5
2370	5
2237	5
2371	5
2369	5
2238	5
2137	5
2239	5
2368	5
2246	5
2377	5
2138	5
2217	5
2235	5
2301	5
2373	5
2124	5
2216	5
2274	5
2200	5
2381	5
2177	5
2272	5
2189	5
2132	5
2299	5
2148	5
2134	5
2378	5
2120	5
2411	5
2303	5
2224	5
2178	5
2402	5
2273	5
2243	5
2374	5
2199	5
2119	5
2147	5
2270	5
2300	5
2271	5
2372	5
2255	5
2398	5
2412	5
2196	5
2175	5
2415	5
2197	5
2383	5
2176	5
2204	5
2406	5
2139	5
2244	5
2195	5
2133	5
2234	5
2254	5
2150	5
2382	5
2198	5
2384	5
2158	5
2403	5
2278	5
2242	5
2245	5
2256	5
2287	5
2123	5
2396	5
2131	5
2230	5
2394	5
2203	5
2157	5
2298	5
2288	5
2145	5
2376	5
2223	5
2386	5
2172	5
2280	5
2404	5
2413	5
2395	5
2146	5
2375	5
2267	5
2160	5
2144	5
2284	5
2212	5
2229	5
2143	5
2380	5
2283	5
2279	5
2192	5
2202	5
2142	5
2222	5
2149	5
2405	5
2114	5
2209	5
2385	5
2201	5
2269	5
2397	5
2215	5
2414	5
2388	5
2115	5
2218	5
2168	5
2393	5
2174	5
2130	5
2121	5
2193	5
2268	5
2408	5
2169	5
2214	5
2190	5
2305	5
2185	5
2251	5
2128	5
2129	5
2296	5
2118	5
2297	5
2140	5
2122	5
2295	5
2391	5
2206	5
2208	5
2250	5
2117	5
2191	5
2400	5
2126	5
2304	5
2127	5
2387	5
2401	5
2392	5
2205	5
2151	5
2207	5
2260	5
2141	5
2225	5
2259	5
2390	5
2407	5
2261	5
2399	5
2180	5
1837	5
2179	5
2389	5
1836	5
1825	5
1857	5
1864	5
1824	5
2409	5
580	5
1465	5
581	6
571	6
577	6
572	6
574	6
1461	6
1856	6
1432	6
1441	6
576	6
1815	6
578	6
1818	6
1854	6
1814	6
1868	6
573	6
1813	6
1457	6
1822	6
1847	6
1816	6
1870	6
1853	6
575	6
1458	6
1852	6
1851	6
1840	6
1433	6
1440	6
1849	6
1867	6
579	6
1430	6
1459	6
1438	6
1820	6
1605	6
1429	6
1464	6
1434	6
1865	6
1437	6
1460	6
531	6
1431	6
534	6
1456	6
1616	6
1866	6
1462	6
1617	6
1609	6
14	6
1603	6
121	6
1435	6
1612	6
1610	6
1436	6
1607	6
1439	6
1463	6
1606	6
98	6
526	6
525	6
1618	6
16	6
536	6
119	6
120	6
523	6
1613	6
114	6
15	6
535	6
1611	6
1614	6
113	6
530	6
1673	6
537	6
524	6
538	6
1666	6
112	6
533	6
1661	6
1209	6
529	6
532	6
1632	6
1677	6
1565	6
1635	6
1213	6
1563	6
1566	6
1214	6
1637	6
1659	6
1656	6
1559	6
1636	6
1557	6
1672	6
1662	6
1216	6
1676	6
1665	6
1212	6
1650	6
1232	6
1663	6
1652	6
1555	6
1664	6
1225	6
1643	6
1655	6
1222	6
1644	6
1206	6
1201	6
1654	6
1639	6
1211	6
1235	6
1203	6
1638	6
1208	6
1221	6
1240	6
1227	6
1660	6
1657	6
1207	6
1228	6
1675	6
1556	6
1641	6
1558	6
1671	6
1233	6
1215	6
1217	6
1670	6
1634	6
1218	6
1236	6
1642	6
1226	6
1202	6
1366	6
1234	6
1220	6
1229	6
1219	6
1205	6
957	6
1210	6
1651	6
1231	6
946	6
1640	6
955	6
956	6
1223	6
1376	6
1191	6
913	6
945	6
924	6
1224	6
1630	6
934	6
912	6
923	6
893	6
857	6
1195	6
914	6
1204	6
911	6
813	6
902	6
848	6
1238	6
851	6
900	6
858	6
1172	6
1013	6
830	6
1375	6
901	6
819	6
976	6
852	6
821	6
1181	6
944	6
1369	6
1040	6
943	6
1230	6
1239	6
849	6
820	6
931	6
963	6
1019	6
1193	6
1052	6
892	6
1184	6
932	6
975	6
889	6
925	6
1173	6
1370	6
828	6
1378	6
962	6
950	7
952	7
953	7
1178	7
850	7
909	7
1063	7
922	7
967	7
1179	7
1020	7
881	7
1237	7
969	7
940	7
980	7
921	7
933	7
935	7
1198	7
948	7
941	7
1180	7
1032	7
961	7
951	7
1030	7
954	7
876	7
908	7
978	7
884	7
968	7
855	7
1374	7
979	7
899	7
844	7
939	7
965	7
981	7
1012	7
974	7
888	7
1050	7
891	7
942	7
973	7
896	7
1182	7
890	7
845	7
1379	7
977	7
919	7
959	7
824	7
877	7
847	7
886	7
926	7
982	7
880	7
949	7
878	7
818	7
898	7
958	7
879	7
920	7
829	7
970	7
816	7
906	7
984	7
846	7
823	7
929	7
856	7
894	7
1328	7
936	7
966	7
835	7
825	7
827	7
915	7
895	7
904	7
838	7
964	7
841	7
928	7
937	7
826	7
960	7
910	7
903	7
918	7
972	7
916	7
1183	7
843	7
938	7
897	7
905	7
930	7
882	7
817	7
947	7
812	7
873	7
814	7
927	7
883	7
872	7
887	7
836	7
853	7
1377	7
1332	7
885	7
854	7
815	7
971	7
875	7
1324	7
874	7
837	7
2366	7
1333	7
822	7
839	7
907	7
2348	7
1331	7
831	7
1338	7
842	7
917	7
1330	7
832	7
1323	7
1336	7
2323	7
1329	7
1334	7
1344	7
2365	7
1322	7
840	7
1318	7
1335	7
1139	7
833	7
1320	7
1321	7
1326	7
1113	7
1339	7
1316	7
1343	7
1345	7
2329	7
1315	7
1325	7
1317	7
1346	7
2327	7
1327	7
1319	7
834	7
2324	7
2363	7
1337	7
2325	7
1144	7
1342	7
1340	7
1138	7
2314	7
2322	7
1341	7
1140	7
2315	7
2330	7
2356	7
1117	7
2313	7
2317	7
1133	7
1137	7
57	7
2328	7
2326	7
1134	7
2320	7
1147	7
71	7
2319	7
1148	7
2316	7
55	7
66	7
2318	7
1123	7
2321	7
70	7
69	7
58	7
54	7
1921	7
1923	7
56	7
68	7
1924	7
67	7
1902	7
739	8
776	8
775	8
767	8
740	8
770	8
768	8
745	8
1530	8
774	8
658	8
803	8
2054	8
769	8
1531	8
791	8
743	8
810	8
773	8
1552	8
789	8
811	8
805	8
659	8
660	8
809	8
661	8
1546	8
804	8
787	8
802	8
742	8
778	8
744	8
1874	8
2038	8
788	8
790	8
781	8
780	8
785	8
783	8
1547	8
782	8
784	8
1545	8
777	8
2057	8
779	8
1895	8
2055	8
1548	8
738	8
741	8
1544	8
1537	8
1873	8
1551	8
1883	8
2025	8
2052	8
1543	8
1538	8
1550	8
1532	8
1889	8
1535	8
1894	8
2035	8
1534	8
2053	8
2037	8
2034	8
1536	8
1878	8
2056	8
1541	8
2033	8
1877	8
2047	8
1879	8
1542	8
470	8
1891	8
1888	8
2036	8
1893	8
1549	8
1540	8
2032	8
484	8
1890	8
472	8
2031	8
1533	8
2048	8
1884	8
1539	8
2058	8
496	8
500	8
183	8
473	8
489	8
481	8
1881	8
172	8
480	8
450	8
428	8
451	8
478	8
456	8
479	8
483	8
502	8
1001	8
449	8
182	8
429	8
1685	8
455	8
173	8
448	8
504	8
482	8
497	8
471	8
427	8
1283	8
1284	8
465	8
447	8
466	8
433	8
170	8
171	8
181	8
469	8
1002	8
993	8
432	8
505	8
426	8
1246	8
488	8
498	8
1003	8
468	8
175	8
467	8
168	8
989	8
180	8
179	8
506	8
1263	8
487	8
998	8
431	8
167	8
986	8
430	8
169	8
177	8
457	8
994	8
996	8
178	8
999	8
501	8
992	8
674	8
464	8
721	8
677	8
1000	8
1992	8
1005	8
176	8
710	8
995	8
988	8
990	8
1986	8
1996	8
2013	8
673	8
699	8
1983	8
174	8
671	8
675	8
2658	8
1977	9
2066	9
2061	9
1997	9
2064	9
1978	9
2060	9
1979	9
2065	9
1993	9
1604	9
1981	9
2068	9
1982	9
2062	9
2014	9
2067	9
1980	9
2007	9
1991	9
1989	9
1608	9
2002	9
2017	9
2059	9
1987	9
2005	9
2063	9
2006	9
2004	9
85	9
2009	9
2008	9
1985	9
2003	9
1990	9
2015	9
1984	9
2012	9
2010	9
92	9
86	9
1995	9
2011	9
1999	9
2001	9
1615	9
96	9
